Notice Date,"NAICS
                                  Code",Company,Location,"WIA
                                  Code","Total
                                  Employees","Effective
                                  Date","Type
                                  Code"
11/3/2015,523110,"Calvert Investments, Inc.","4550 Montgomery Ave, Bethesda, MD 20814",7,41,12/31/2015,2
11/18/2015,335931,"Voltronics, LLC","2250 Northwood Drive, Salisbury, MD 21801",5,26,9/30/2016,2
11/19/2015,515120,"Scripps Networks Interactive, Inc.","5425 Wisconsin Ave, Ste. 500, Chevy Chase, MD 20815",7,78,1/19/2016,2
11/20/2015,561210,Aramark,"Mount St. Mary’s University, 16300 Old Emmitsburg Road,                     Emmitsburg, MD 21727",4,83,12/31/2015,2
1/3/2014,811412,Sears Holdings Corporation Product Rebuild Center,"2101 Brightseat Road, Landover, MD 20785",8,86,3/16/2014,1
1/8/2014,493110,Mars Super Markets Inc.,"1401 Edison Highway, Baltimore, MD 21213",3,78,3/9/2014,1
1/17/2014,541330,"PAE Applied Technologies, LLC","Patuxent River NAS 47758 Ranch Road, Building 1492, Patuxent River, MD 20670",9,105,2/24/2014,1
1/29/2014,42481,Winner Distributing Company,"7616 Canton Center Drive, Baltimore, MD 21224",2,125,2/29/2014,1
1/31/2014,812990,Ascend One,"9755 Patuxent Woods Drive, Suite 100, Columbia, MD 21046",6,147,3/31/2014,2
2/4/2014,453998,"HDA, Inc and N-Store Merchandising, Inc",No specific location,13,37,2/3/2014,2
2/11/2014,561110,Meritus Health,"11116 Medical Campus Road, Hagerstown, MD 21742",12,56,2/11/2014,1
2/12/2014,325611,Sun Products Corporation,"5300 Holabird Ave, Baltimore, MD 21224",3,300,4/1/2014,1
2/21/2014,517210,Verizon Wireless,"7401 Coca Cola Drive, Hanover, MD 20176",6,361,5/8/2014,2
2/21/2014,517210,Verizon Wireless,"7600 Montpelier Road, Laurel, MD 20723",6,11,5/8/2014,2
3/6/2014,522130,Emery Federal Credit Union,"90 Painters Mill Road, STE 215, Owings Mills, MD 21117",2,78,3/7/2014,1
3/11/2014,611699,Aramark Educational Services,"Frostburg State University, 101 Braddock Road, Chesapeake Hall, Frostburg, MD 21532",12,172,5/22/2014,1
3/26/2014,311513,Saputo,"14738 Warfordsburg Road, Hancock, MD 21750",12,60,6/27/2014,1
3/28/2014,561110,Crossroads Hospitality Management Co. (Sheraton Baltimore City Center),"101 W. Fayette Street, Baltimore, MD 21201",3,Initially 110 (Possibly as high as 160),5/29/2014,2 (Possibly turning into a closure)
4/15/2014,485999,First Transit,"6333 Macaw Court, Elkridge, MD 21075",6,150,7/1/2014,1
5/1/2014,541611,BAE Systems,"23481 Cottonwood Parkway, California, MD 20619",9,172,6/30/2014,1
5/6/2014,512110,Nielsen Audio Inc.,"9705 Patuxent Woods Drive, Columbia, MD 21046",6,325,8/31/2014,2
5/23/2014,423990,PetSmart,"16522A Huntersgreen Pkwy, Hagerstown, MD 21740",12,56,7/24/2014,1
7/9/2014,621511,Charles River Laboratories,"8501 Progress Drive, Frederick, MD 21701",4,76,9/25/2014,2
7/10/2014,424120,Office Depot Max,"6745 Business Parkway, Elkridge, MD 21075",6,54,9/5/2014,1
7/21/2014,522310,RoundPoint Mortgage Company,"15825 Shady Grove Road, Suite 20, Rockville, MD 20850",7,68,9/19/2014,2
8/12/2014,541519,Vencore Services,"8800 Greenbelt Road, Greenbelt, MD 20771",8,Unknown,9/30/2014,1
8/19/2014,541512,General Dynamics Information Technology,"2600 Tower Oaks Blvd, Ste 600, Rockville, MD 20852",7,61,10/18/14,2
9/10/2014,311615,Murry's Inc.,"8300 Pennsylvania Ave, Upper Marlboro, MD 20772",8,64,11/10/2014,2
9/19/2014,561422,"Nielsen Audio, Inc.","9705 Patuxent Woods Dr, Columbia, MD 21046",6,80,11/23/2014,2
9/22/2014,541618,CORIX Utilities,"8803 Kelso Dr., Essex, MD 21221",2,116,9/23/2014,1
9/23/2014,452112,Kmart,"5760 Wabash Ave, Baltimore, MD 21215",3,107,11/30/2014,1
10/22/2014,921190,"Dolce International/Potomac, Inc.","9600 Newbridge Dr, Potomac, MD 20854",7,261,12/31/2014,2
12/17/2014,311991,"Trinity Services Group, Inc","901 Greenmount Ave, Baltimore, MD",2,143,1/31/2015,2
3/6/2013,541614,Serco Inc.,"6731 Columbia    Gateway Drive Suite 300A, Columbia, MD 21046",6,308,Unknown at this    time,2
3/6/2013,541614,Serco    Inc.,"2099    Gaither Road, Third Floor, Rockville, MD 20850-4040",7,38,Unknown    at this time,2
3/6/2013,541614,Serco    Inc.,"4700    Silver Hill Road, Rm 3517 Suitland, MD 20746",8,82,Unknown    at this time,2
3/6/2013,541614,Serco    Inc.,"4305    Susquehanna Ave, Rm 145, Aberdeen Proving Ground, MD 21005-5001",10,27,Unknown    at this time,2
3/6/2013,541614,Serco    inc.,"8901    Wisconsin Avenue, Bld 17 Ste. 1B, Bethesda, MD 20889-5600",7,23,Unknown    at this time,2
1/11/2013,423110,American Suzuki Motor Corporation,"3251 E. Imperial Highway, Brea, CA",7&11,2,3/14/2013,2
2/7/2013,493110,"Eby F.A Davis, LLC","6610 Cabot Drive, Baltimore, MD 21226",1,194,4/22/2013,1
2/19/2013,722320,Flying Food Group LLC,"15800 Commerce Court, Upper Marlboro, MD 20774",8,68,4/22/2013,1
3/18/2013,454390,Sodexo Inc.,"Loyola College-Maryland, 4501 N. Charles St., Baltimore, MD 21210",3,190,5/31/2013,1
4/10/2013,485210,MV Transportation,"6500 Ammendale Road Beltsville, MD 20705",8,188,6/11/2013,1
4/12/2013,485210,MV Transportation,"8540 Ashwood Drive Capitol Heights, MD 20743",8,447,6/13/2013,1
4/22/2013,721110,"Marriott International, Inc.","10400 Fernwood Road, Bethesda, MD 20817",7,"Starting with
                 35 leading up to
                 several hundred by
                 December 2013",6/28/2013,1
4/22/2013,721110,"Marriott International, Inc.","9737 Washingtonian Boulevard, Suite 501, Gaithersburg, MD 20878",7,"Starting with
                 35 leading up to
                 several hundred by
                 December 2013",6/28/2013,1
4/22/2013,721110,"Marriott International, Inc.","7300 Crestwood Boulevard, Frederick, MD 21703",4,"Starting with
                 35 leading up to
                 several hundred by
                 December 2013",6/28/2013,1
4/29/2013,722514,"ARAMARK Educational Services, LLC","Johns Hopkins University, 3400 North Charles Street; AMR1-LL Basement Baltimore, MD 21218",2,202,6/30/2013,1
5/16/2013,515210,Comcast,"1301 McCormick Drive Largo, MD 20774",8,145,9/7/2013,2
7/8/2013,325510,Complementary Coatings Corp,"4701 O'Donnell Street, Baltimore, MD 21224",3,52,9/13/2013,1
7/16/2013,311611,Smithfield,"5801 Columbia Park Road Landover, MD 20785",8,156,9/14/2013,1
7/22/2013,561612,"MVM, Inc.","1325 East West Highway, Silver Spring, MD 20910",7,"Total 106 (at this time, number impacted at this location is unknown)",9/30/2013,2
7/22/2013,561612,"MVM, Inc.","1315 East West Highway, Silver Spring, MD 20910",7,"Total 106 (at this time, number impacted at this location is unknown)",9/30/2013,2
7/22/2013,561612,"MVM, Inc.","1305 East West Highway, Silver Spring, MD 20910",7,"Total 106 (at this time, number impacted at this location is unknown)",9/30/2013,2
7/22/2013,561612,"MVM, Inc.","5830 University Research Court, College Park, MD 20740",8,"Total 106 (at this time, number impacted at this location is unknown)",9/30/2013,2
7/31/2013,561440,NCO Financial Systems,"7595 Montevideo Road, Jessup, MD 20794",6,86,9/30/2013,1
9/10/2013,541618,Terrapin Systems LLC.,"1201 Seven Locks Road, Suite 300, Rockville, MD 20854",7,173,11/15/2013,1
10/21/2013,621511,"Laboratory Partners, Inc. (Suburban Medical Laboratory)","6800 Virginia Manor Road, Beltsville, MD 20705",8,Not sure of the number of impacted workers in MD at this time,12/13/2013,Unsure at this time
11/14/2013,512110,"Nielsen Audio, Inc.","9705, 9700, 9740 & 9830 Patuxent Woods Drive, Columbia, MD 21046",6,333,1/14/2014,2
11/27/2013,622110,MedStar Health,"MFSMC, 9000 Franklin Square Drive, Baltimore, MD 21237",2,43,1/31/2014,2
11/27/2013,622110,MedStar Health,"MGSH, 5601 Loch Raven Blvd., Baltimore, MD 21218",3,19,1/31/2014,2
11/27/2013,622110,MedStar Health,"MHH, 3001 S. Hanover St., Baltimore, MD 21225",3,29,1/31/2014,2
11/27/2013,622110,MedStar Health,"MMMC, 18101 Prince Phillip Drive, Olney, MD 20831",7,24,1/31/2014,2
11/27/2013,622110,MedStar Health,"MUMH, 201 E. University Parkway, Baltimore, MD 21218",3,26,1/31/2014,2
11/27/2013,622110,MedStar Health,"MedStar Health, 9105 Franklin Square Drive, Baltimore, MD 21237",2,4,1/31/2014,2
11/27/2013,622110,MedStar Health,"MedStar Health, 600 Pulaski Park Drive, Baltimore, MD 21220",2,2,1/31/2014,2
12/4/2013,452111,Saks Incorporated,"500 Hickory Drive, Aberdeen, MD 21001",10,191,1/3/2014,2
12/10/2013,331221,Worthington Industries,"8911 Kelso Drive, Baltimore, MD 21221",2,54,2/10/2014,1
12/10/2013,522110,Baltimore County Savings Bank,"4111 East Joppa Road, Suite 300, Baltimore MD 21236",2,53,2/14/2014,2
12/16/2013,522320,First National Bank,"9250 Rumsey Road, Suite 102, Columbia, MD 21045",6,11,2/20/2014,1
1/4/2012,452111,Bloomingdales,"11305 Rockville Pike, Kensington, MD",7,184,3/17/2012,1
1/6/2012,452111,Macy's,"14828 Baltimore-Washington Boulevard, Laurel, MD",8,113,3/9/2012,1
1/19/2012,722320,SSP America,"501 McCormick Drive #J, Glen Burnie, MD",1,112,1/3/2012,1
1/30/2012,623220,Adventist Behavioral Health,"14 Romig Drive, Crownsville, MD",1,100,3/31/2012,1
2/1/2012,561612,Stanley Black & Decker,"2631 Sisson Street, Baltimore MD",3,142,4/1/2012-11/6/2012,1
2/14/2012,443120,DocuLynx,"8007 Corporate Drive, Ste H, Baltimore, MD",2,19,7/31/2012,1
2/15/2012,561612,Northrop Grumman,"P.O. Box 100, Fort Meade, MD",1,224,4/20/2012,2
2/23/2012,312130,DIAGEO,"5001 Washington Blvd., Baltimore , MD",2,34,4/27/2012,2
3/8/2012,238990,"Science Systems and Applications, Inc.","10210 Greenbelt Road, Suite 600, Lanham, MD",8,117,4/30/2012,2
3/16/2012,424210,McKesson Pharmaceutical,"7721 Polk Street, Landover MD",8,106,4/20/2012,1
3/21/2012,722211,ARAMARK,"10000 New Hampshire Avenue, Silver Spring, MD",7,64,5/21/2012,1
4/2/2012,711190,HMS Host,"Maryland House Travel Plaza, I-95, JFK Memorial Highway, Mile Markers 82,       Aberdeen, MD &
                 Chesapeake House Travel Plaza, I-95, JFK Memorial Highway,       Mile Marker 96.5, North East, MD",10,396,9/15/2012,1
4/3/2012,323100,Harland Clarke Holdings Corp.,"1094 Park 100 Drive, Glen Burnie, MD",1,125,6/2/2012,2
4/14/2012,443112,Best Buy,"118 Shawan Road, Hunt Valley, MD",2,68,6/15/2012,1
4/16/2012,452111,Sears,"16331 Shady Grove Road, Gaithersburg, MD",7,82,6/16/2012,1
4/25/2012,493110,Jessup Logistics,"7805 Assateague Drive, Jessup, MD",6,244,6/30/2012,1
5/2/2012,522110,Capital One,"1352 ""A"" Charwood Road, Hanover, MD",1,40,4th quarter of this year,1
5/3/2012,311711,Phillips Foods Inc.,"1215 E. Fort Avenue, Baltimore, MD",3,100,7/1/2012,1
5/4/2012,423990,Saks Fifth Avenue,"500 Hickory Drive, Abredeen, MD",10,223,5/28/2012,2
5/4/2012,622310,University of Maryland Medical System chronic care programs offered at University Specialty        Hospital,"601 South Charles Street, Baltimore, MD",3,350,7/11/2012,1
5/4/2012,311811,Hostess Brands Inc.,"3675 Leonardtown Road, Waldorf, MD",9,158,7/3/2012,1
5/4/2012,311811,Hostess Brands    Inc.,"11400 Baltimore    Boulevard, Beltsville, MD",8,34,7/3/2012,1
5/9/2012,311520,Unilever Ice Cream,"1100 Frederick Street, Hagerstown, MD",12,420,7/27/2012,"1
                 *Note-This is an update to the WARN sent by the company on September 2, 2011"
5/23/2012,331111,RG Steel LLC,"1430 Sparrows Point Blvd., Sparrows Point, MD",2,1975,6/4/2012,"The company is idling the plant, unsure at this time if temporary or permanent"
6/4/2012,561210,iAP Worldwide Services,"8901 Rockville Pike, Bethesda, MD",7,99,6/18/2012,1,6/26/2012,522291,Capital One,"7501 Wisconsin    Ave., Bethesda, MD",7,80,11/5/2012,2,7/17/2012,522110,Bank of America,"11333 McCormick Road, Hunt Valley, MD",2,55,11/30/2012,2,8/2/2012,561612,G4S Government Solutions Inc.,"Fort Meade, 4217 Roberts Ave., Ste 320, Fort Meade, MD",1,62,9/30/2012,1,8/2/2012,561612,G4S Government Solutions Inc.,"Walter Reed Medical Center, Forest Glen Annex, 2460 Linden Lane, Bldg. #605, PMO/WSI, Silver Spring, MD",7,31,9/30/2012,1,8/14/2012,443130,Ritz Camera &    Image,"6711 Ritz Way,    Beltsville, MD",8,72,9/6/2012,1,8/24/2012,623110,Harborside    Nursing & Rehabilitation Center,"501 West    Franklin Street, Baltimore, MD",3,71,8/25/2012,2,8/30/2012,541711,Human Genome    Sciences,"14200 Shady    Grove Road, Rockville, MD",7,114,10/30/2012,2,9/7/2012,493110,"White Marsh    Distribution, LLC","10000 Franklin    Square Drive, White Marsh, MD",2,120,11/30/2012,1,9/24/2012,485210,MV Transportation,"11A Irongate    Drive, Waldorf, MD",9,68,10/31/2012,1,9/26/2012,493110,Eby-Brown,"6610    Cabot Dr. Baltimore, MD",1,112,11/2/2012,2,10/1/2012,325620,Sinful Colors    Inc.,"10721 Tucker    Street, Beltsville, MD",9,117,1/1/2013,1,10/15/2012,541711,Human Genome    Sciences,"14200 Shady    Grove Road, Rockville, MD",7,97,12/15/2012,2,10/26/2012,541511,Kratos Defense    and Security Solutions,"5200    Philadelphia Way, Lanham, MD",8,125,12/30/2012,2,10/29/2012,321991,Sotera Defense    Solutions,"24 S. Wisner    Street, Suite 110, Frederick, MD",4,25,12/31/2012,1,11/1/2012,722110,Clyde's of Columbia and the Tomato Palace Restaurants,"10221 Wincopin Circle, Columbia, MD",6,195,1/7/2013,1,11/27/2012,561730,Mercier's,"7442 Shipley    Avenue, Harmans MD",1,75,12/31/2012,2,12/20/2012,541618,URS Corporation,"MacArthur Road,    Ft. Meade, MD & 430 National Business Parkway, Suite 400, Annapolis    Junction, MD",1,Unknown at this    time,2/7/2013,2,12/27/2012,424910,Commerce    Corporation,"7603 Energy    Parkway, Baltimore, MD",1,60-70 in Maryland,12/28/2012,1,12/20/2012,541618,URS Corporation,"MacArthur Road, Ft. Meade, MD & 430 National Business Parkway, Site 400, Annapolis Junction, MD",1,31,2/27/2013,2,12/27/2012,424910,Commerce Corporation,"7603 Energy Parkway, Baltimore, MD",1,60-70 in Maryland,12/28/2012,1,12/27/2012,485510,Veolia Transportation,"2100 Huntingdon Ave, Baltimore, MD",3,78,3/3/2013,2
6/26/2012,522291,Capital One,"7501 Wisconsin    Ave., Bethesda, MD",7,80,11/5/2012,2
7/17/2012,522110,Bank of America,"11333 McCormick Road, Hunt Valley, MD",2,55,11/30/2012,2
8/2/2012,561612,G4S Government Solutions Inc.,"Fort Meade, 4217 Roberts Ave., Ste 320, Fort Meade, MD",1,62,9/30/2012,1
8/2/2012,561612,G4S Government Solutions Inc.,"Walter Reed Medical Center, Forest Glen Annex, 2460 Linden Lane, Bldg. #605, PMO/WSI, Silver Spring, MD",7,31,9/30/2012,1
8/14/2012,443130,Ritz Camera &    Image,"6711 Ritz Way,    Beltsville, MD",8,72,9/6/2012,1
8/24/2012,623110,Harborside    Nursing & Rehabilitation Center,"501 West    Franklin Street, Baltimore, MD",3,71,8/25/2012,2
8/30/2012,541711,Human Genome    Sciences,"14200 Shady    Grove Road, Rockville, MD",7,114,10/30/2012,2
9/7/2012,493110,"White Marsh    Distribution, LLC","10000 Franklin    Square Drive, White Marsh, MD",2,120,11/30/2012,1
9/24/2012,485210,MV Transportation,"11A Irongate    Drive, Waldorf, MD",9,68,10/31/2012,1
9/26/2012,493110,Eby-Brown,"6610    Cabot Dr. Baltimore, MD",1,112,11/2/2012,2
10/1/2012,325620,Sinful Colors    Inc.,"10721 Tucker    Street, Beltsville, MD",9,117,1/1/2013,1
10/15/2012,541711,Human Genome    Sciences,"14200 Shady    Grove Road, Rockville, MD",7,97,12/15/2012,2
10/26/2012,541511,Kratos Defense    and Security Solutions,"5200    Philadelphia Way, Lanham, MD",8,125,12/30/2012,2
10/29/2012,321991,Sotera Defense    Solutions,"24 S. Wisner    Street, Suite 110, Frederick, MD",4,25,12/31/2012,1
11/1/2012,722110,Clyde's of Columbia and the Tomato Palace Restaurants,"10221 Wincopin Circle, Columbia, MD",6,195,1/7/2013,1
11/27/2012,561730,Mercier's,"7442 Shipley    Avenue, Harmans MD",1,75,12/31/2012,2
12/20/2012,541618,URS Corporation,"MacArthur Road,    Ft. Meade, MD & 430 National Business Parkway, Suite 400, Annapolis    Junction, MD",1,Unknown at this    time,2/7/2013,2
12/27/2012,424910,Commerce    Corporation,"7603 Energy    Parkway, Baltimore, MD",1,60-70 in Maryland,12/28/2012,1
12/20/2012,541618,URS Corporation,"MacArthur Road, Ft. Meade, MD & 430 National Business Parkway, Site 400, Annapolis Junction, MD",1,31,2/27/2013,2
12/27/2012,424910,Commerce Corporation,"7603 Energy Parkway, Baltimore, MD",1,60-70 in Maryland,12/28/2012,1
12/27/2012,485510,Veolia Transportation,"2100 Huntingdon Ave, Baltimore, MD",3,78,3/3/2013,2
1/10/2011,312111,Pepsi Beverages Company,"1650 Union Avenue, Baltimore, MD",3,77,3/11/2011,1
1/12/2011,531210,ZipRealty Inc.,"1122 Kenilworth Drive, Suite 217, Towson, MD",2,2,3/14/2011,1
1/26/2011,541330,GE Aviation,"20501 Seneca Medows Pkwy, Germantown, MD",7,44,4/1/2011,2
2/28/2011,443120,Northrop Grumman,"7040 TroyHill Dr., Elkridge, MD",6,146,4/30/2011,2
3/4/2011,522110,Bank of America,"11333 McCormick Road, Hunt Valley, MD",2,39,4/30/2011,2
3/8/2011,541330,Honeywell,"7515 & 7535 Mission Dr, Lanhan-Seabrook and
                 8800 Greenbelt Road, Geenbelt, MD",8,190,4/82011,2
3/10/2011,423930,Cansa Hershman Recycling,"6401 Quad Avenue, Baltimore, MD",3,25,5/8/2011,2
3/14/2011,611699,ARAMARK Educational Services,"8000 York Road, Towson, MD",2,83,6/30/2011,1
3/22/2011,334512,"ITT, Global Information Services","7556 Teague Road, Suite 300, Hanover, MD",1,48,12/30/2011,1
3/22/2011,445110,Peapod by Giant,"211 Edison Park Drive, Gaithersburg, MD",7,120,5/31/2011,1
3/31/2011,323119,Editor's Press,"6200 Editors Park Drive, Hyattsville, MD",8,84,5/31/2011,1
4/11/2011,551112,Chubb & Son,"1800 Washington Boulevard, Baltimore MD",1,90,10/31/2011,1
4/19/2011,325131,"Cristal Global, Millennium Inorganic Chemicals","3901 Fort Armistead Road, Baltimore, MD",3,78,7/1/2011-12/2013,1
4/27/2011,522292,Bank of America,"6711 Columbia Gateway Drive, Columbia, MD",2,18,6/15/2011,2
4/29/2011,322215,Solo Cup,"10100 Reisterstown Road, Owings Mills, MD",2,101,6/30/2011,1
5/6/2011,445110,A&P /Super Fresh,"222 N Charles St. Baltimore, MD",3,44,7/62011,1
5/62011,445110,A&P/Super Fresh,"5101 East Drive, Arbutus, MD",2,37,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"7005 Security Blvd., Woodlawn, MD",2,91,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"1350 W. 41st Street, Baltimore, MD",3,95,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"1763 Chesaco Ave., Rosedale, MD",2,65,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"504 Ridgeville Blvd. Mount Airy, MD",6,58,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"1238        Putty Hill, Towson, MD",2,75,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"8905 Belair Road, Baltimore, MD",2,58,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"Route 213, Wash Square, Chestertown, MD",11,61,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"3301 North Ridge Road, Ellicott City, MD",6,83,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"7280 Montgomery, Elkridge, MD",6,72,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"780 Cambridge, Cambridge, MD",11,76,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"125 West College St, Salisbury, MD",5,82,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"37 W. Aylesbury Ave., Timonium, MD",2,98,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"1155 Annapolis Road, Odenton, MD",1,64,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"7440 Ritchie Hwy., Glen Burnie, MD",1,67,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"1238 Bay Dale Drive, Arnold, MD",1,63,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"7709 Harford Road, Parkville, MD",2,68,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"RT 140, Englar Road, Westminster, MD",6,58,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"Ballenger Creek Pkwy., Frederick, MD",4,34,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"40 Souner Road, Brunswick, MD",4,44,7/6/2011,1
5/6/2011,445110,A&P/Super Fresh,"12028 Cherry Hill Road, White Oak, MD",7,84,7/6/2011,1
5/12/2011,541410,Worthington Industries,"8911 Bethlehem Blvd., Baltimore MD",2,59,7/13/2011,1
5/16/2011,488510,IAP Worldwide Services,"229 Chisholm Avenue, Fort Meade MD",1,144,6/30/2011,1
5/17/2011,541613,Coca-Cola Refreshments,"2556 Riva Road, Annapolis, MD",1,72,9/2/2011,1
5/25/2011,312130,DIAGEO,"5001 Washington Blvd., Baltimore, MD",2,55,7/29/2011,2
5/25/2011,334418,RTS,"2562 Solomons Island Road, Annapolis, MD",1,10,8/31/2011,2
5/25/2011,334418,RTS,"7900 Ritchie Hwy., Suite E 157 Marley Station Mall, Glen Burnie, MD",1,6,8/31/2011,2
5/25/2011,334418,RTS,"6711 Ritchie Hwy., Suite 625, Glen Burnie, MD",1,2,8/31/2011,2
5/25/2011,334418,RTS,"1852 Reisterstown Rd., Suite 105, Pikesville, MD",2,6,8/31/2011,2
5/25/2011,334418,RTS,"405 Williams Court, Stes., 116-120, Middle River, MD",2,12,8/31/2011,2
5/25/2011,334418,RTS,"1964 York Rd., Timonium, MD",2,5,8/31/2011,2
5/25/2011,334418,RTS,"8149 Honeygo Boulevard, Suite E, Baltimore, MD",2,11,8/31/2011,2
5/25/2011,334418,RTS,"6220 Baltimore National Pike, Catonsville, MD",2,8,8/31/2011,2
5/25/2011,334418,RTS,"1160 West Patrick, St., Frederick, MD",4,11,8/31/2011,2
5/25/2011,334418,RTS,"2720 North Salisbury Blvd., Salisbury, MD",5,14,8/31/2011,2
5/25/2011,334418,RTS,"9021 Snowden Square Drive, Columbia, MD",6,9,8/31/2011,2
5/25/2011,334418,RTS,"400 North Center St., Suite 167, Westminster, MD",6,6,8/31/2011,2
5/25/2011,334418,RTS,"1701-A Rockville Pike, Rockville, MD",7,9,8/31/2011,2
5/25/2011,334418,RTS,"472 North Frederick Ave., Gaithersburg, MD",7,6,8/31/2011,2
5/25/2011,334418,RTS,"6932 Wisconsin Ave., Chevy Chase, MD",7,4,8/31/2011,2
5/25/2011,334418,RTS,"21040 Frederick Road Unit G, Germantown, MD",7,6,8/31/2011,2
5/25/2011,334418,RTS,"8919 Woodyard Rd., Suite B, Clinton, MD",8,6,8/31/2011,2
5/25/2011,334418,RTS,"10250 Baltimore Ave., Ste. A, College Park, MD",8,4,8/31/2011,2
5/25/2011,334418,RTS,"15642 Emerald Way, Space A-1, Bowie, MD",8,7,8/31/2011,2
5/25/2011,334418,RTS,"23105 Three Notch Road, California, MD",9,9,8/31/2011,2
5/25/2011,334418,RTS,"2915 Crain Highway, Waldorf, MD",9,11,8/31/2011,2
5/25/2011,334418,RTS,"2 Bel Air South Parkway, Bel Air, MD",10,11,8/31/2011,2
5/31/2011,321992,Hometown America,"1901 Fernwood    Drive, Capitol Heights, MD",9,4,9/30/2011,2
6/2/2011,541618,General Dynamics Information Technology,"3071 Aberdeen Blvd., Aberdeen Proving Ground, MD",10,52,Starting 7/15/2011,1
6/9/2011,311615,"Allen Family Foods, Inc.","12041 Cordova Road, Cordova, MD",11,474,8/8/2011,1
6/13/2011,541611,Lockheed Martin,"7601 & 7615 Ora Glen Drive, Greenbelt, MD",8,95,8/12/2011,1
6/28/2011,621910,TransCare,"1125A Desoto Road, Baltimore, MD",3,55,8/31/2011,1
6/29/2011,561210,DEL-JEN,"3066 Perimeter Road, Andrews Air Force Base, MD",8,96,8/31/2011,1
6/29/2011,999990,"Gates, McDonald & Company Nationwide Better Heath","300 Clubhouse Lane, Hunt Valley, MD",2,96,8/29/2011,1
7/13/2011,722110,Phillips Seafood Restaurants,"301 Light Street, Baltimore MD",3,120,9/15/2011,6 week temporary lay off
7/18/2011,561720,Prestige Maintenance,Various-Workers were stationed in 17 different Target Stores around the state.,Various,54,8/1/2011,2
7/19/2011,334413,BP Solar,"630 Solarex Court, Frederick Business Center, Frederick, MD",4,58,10/18/2011,2
7/25/2011,523110,Legg Mason,"11155 Red Run Blvd., Owings Mills, MD",2,35,1/1/2012,2
7/25/2011,424420,DPI Specialty Foods,"1100 Mercantile Lane, Suite 100, Largo, MD",8,89,9/29/2011,2
7/28/2011,493190,Lockheed Martin,"US Naval Academy, 257 Longshaw Road, Annapolis MD",1,4,9/30/2011,2
7/28/2011,493190,Lockheed Martin,"Naval Observatory, 9500 MacArthur Blvd., Bethesda, MD",7,2,9/30/2011,2
7/28/2011,493190,Lockheed Martin,"Naval Support Activity, Carderock, 9500 MacArthur Blvd.,Bethesda, MD",7,8,9/30/2011,2
7/28/2011,493190,Lockheed Martin,"Naval Support Activity, Indian Head, 4386 Security Drive, Indian Head, MD",9,6,9/30/2011,2
7/28/2011,493190,Lockheed Martin,"Naval Air Station, Patuxent River, Sauffley Road, Bldg 3219, Lexington Park, MD",9,15,9/30/2011,2
8/1/2011,561210,Omni Corporation,"16825 S. Seton, Emmitsburg, MD",4,97,9/30/2011,1
8/3/2011,522320,Capital One,"6200 Chevy Dr., Laurel, MD",8,54,10/2/2011,2
8/3/2011,511210,elnstruction,"7125 Riverwood Dr., Columbia, MD",6,20,8/12/2011,1
8/22/2011,238210,L.H. Cranston & Sons,"1111 Pepper Rd., Hunt Valley, MD",2,unknown at this time,8/26/2011,2
8/26/2011,541712,SAIC,"NIH Femwood Building, 10401
                 Femwood Road, Bethesda, MD",7,83,10/28/2011,2
9/2/2011,311520,Unilever Ice Cream,"1100 Frederick Street, Hagerstown, MD",12,437,11/1/2011,1
9/20/2011,334413,BP Solar,"630 Solarex Court, Frederick Business Center, Frederick, MD",4,8 additional,12/20/2011,1
9/27/2011,522110,Bank of America,"5300 Westview Drive, Frederick, MD",4,20,11/7/2011,2
10/25/2011,327121,Redland Brick,"15718 Clear Spring Road, Williamsport, MD",12,60,12/23/2011,Temporary lay-off for a minimum of 60 days
11/3/2011,721110,Pillar Hotels & Resorts Holiday Inn (Frederick),"5400 Holiday Drive, Frederick, MD",4,87,12/31/2011,2
11/3/2011,721110,Pillar Hotels & Resorts Holiday Inn Express (Frederick),"5579 Spectrum Drive, Frederick, MD",4,19,12/31/2011,2
11/3/2011,721110,Pillar Hotels & Resorts Holiday Inn (Cumberland),"100 S. George Street, Cumberland, MD",12,53,12/31/2011,2
11/4/2011,448110,Filene's Basement-Syms Clothing,"600 East Pratt St., Baltimore, MD",3,31,1/9/2012,1
